"id (int32)	trade_engine_id (int32)	trade_engine_name (string:45)	trade_engine_title (string:765)	market_id (int32)	market_name (string:45)	name (string:192)	title (string:765)	is_default (int32)	board_group_id (int32)	is_traded (int32)	is_order_driven (int32)	category (string:45)"
"149	3	currency	Валютный рынок	10	selt	currency_selt_waps	Системные средневзвешенные - безадрес.	0	149	1	1	main"
"150	3	currency	Валютный рынок	10	selt	currency_selt_wapn	Внесистемные средневзвешенные - адрес.	0	150	1	0	main"
"70	3	currency	Валютный рынок	10	selt	currency_selt_cbr	Аукцион ЦБР - адрес.	0	70	1	0	main"
"140	3	currency	Валютный рынок	10	selt	currency_selt_settle	Поставка	0	140	1	null	main"
"88	3	currency	Валютный рынок	34	futures	currency_futures	Системные фьючерсные контракты - безадрес.	1	88	0	1	main"
"89	3	currency	Валютный рынок	34	futures	currency_futures_ndm	Внесистемные фьючерсные контракты - адрес.	0	89	0	0	main"
"165	3	currency	Валютный рынок	41	index	currency_index	Валютный фиксинг	1	165	1	null	main"
"261	3	currency	Валютный рынок	45	otc	currency_otc_liquidity	Рынок OTC	1	261	1	null	main"
"263	3	currency	Валютный рынок	45	otc	currency_otc_darkpools	Рынок OTC крупные сделки	0	263	1	null	main"
"15	4	futures	Срочный рынок	12	main	futures	Срочные инструменты	1	15	0	null	main"
"45	4	futures	Срочный рынок	22	forts	futures_forts	Фьючерсы	1	45	1	null	main"
"35	4	futures	Срочный рынок	24	options	futures_options	Опционы	1	35	1	null	main"
"138	4	futures	Срочный рынок	37	fortsiqs	futures_fortsiqs	Фьючерсы IQS	1	138	0	null	main"
"139	4	futures	Срочный рынок	38	optionsiqs	futures_optionsiqs	Опционы IQS	1	139	0	null	main"
"20	5	commodity	Товарный рынок	18	futures	commodity_futures	Стандартные контракты АО НТБ	1	20	0	null	main"
"24	6	interventions	Товарные интервенции	20	grain	interventions_grain	Интервенции по продаже зерна	1	24	1	null	main"
"141	7	offboard	ОТС-система	39	bonds	offboard_bond_all	ОТС-система: облигации	1	141	1	null	otc"
"271	9	agro	Агро	51	sugar	agro_sugar_all	Агро: Сахар	1	271	1	null	main"
"1085	9	agro	Агро	1084	buyauctions	agro_buyauctions_all	Агро: Закупочные аукционы НТБ	0	1085	1	null	main"
"1021	1012	otc	OTC Система	1013	bonds	otc_bonds_tplus	Внебиржевые сделки с ЦК - безадрес.	1	1021	1	1	otc"
"1015	1012	otc	OTC Система	1013	bonds	otc_bonds_tplus_usd	Внебиржевые сделки с ЦК (USD) - безадрес.	0	1015	1	1	otc"
"1017	1012	otc	OTC Система	1014	ndm	otc_ndm_ccp_rub	Внебиржевые сделки с ЦК - двусторонние	1	1017	1	0	otc"
"1019	1012	otc	OTC Система	1014	ndm	otc_ndm_ccp_usd	Внебиржевые сделки с ЦК (USD) - двусторонние	0	1019	1	0	otc"
